segment_num,segment_text,embedding
0,Once there was a tree.... and she loved a little boy. And everyday the boy would come and he would gather her leaves and make them into crowns and play king of the forest. He would climb up her trunk and swing from her branches and eat apples. And they would play hide-and-go-seek.,"[0.034734804183244705, 0.038882747292518616, -0.011558596976101398, 0.054732609540224075, -0.019576266407966614, -0.02571387216448784, 0.001699855667538941, -0.08336353302001953, -4.636927769752219e-05, 0.020537374541163445, -0.08417288959026337, 0.06845791637897491, -0.08127269893884659, 0.10872331261634827, 0.009214839898049831, 0.03615117445588112, 0.038781579583883286, -0.004738097079098225, -0.04498663172125816, -0.05284411460161209, 0.06562517583370209, -0.07432574033737183, -0.028715230524539948, -0.05034860596060753, 0.08565670251846313, -0.024280641227960587, -0.02298230119049549, -0.03874785453081131, -0.0279227364808321, 0.06083649396896362, -0.06511932611465454, 0.04330047592520714, 0.11324220895767212, 0.039354871958494186, -0.07749570906162262, -0.04943808168172836, -0.038511794060468674, -0.04336792230606079, -0.11189328879117966, -0.013033982366323471, -0.125180184841156, 0.10703715682029724, 0.02908618375658989, -0.025646425783634186, 0.06866025924682617, -0.06899748742580414, 0.05206848308444023, -0.011288811452686787, -0.006276714149862528, 0.026455780491232872, -0.0859939381480217, -0.014146845787763596, -0.037432655692100525, -0.003237418830394745, -0.06464720517396927, 0.07068364322185516, 0.004259650595486164, -0.14217664301395416, 0.0048308358527719975, 0.05044977366924286, 0.030755478888750076, 0.08309374749660492, -0.022965438663959503, -0.054058149456977844, 0.06734505295753479, -0.05345113202929497, -0.019272757694125175, 0.097324900329113, -0.03141307830810547, 0.003157326253131032, 0.0937502533197403, -0.043030690401792526, -0.04286207631230354, 0.04707746580243111, 0.061780739575624466, -0.027180828154087067, 0.10454164445400238, -0.030502554029226303, -0.008784870617091656, 0.08417288959026337, 0.11991938948631287, -0.058880552649497986, -0.036454685032367706, -0.08808476477861404, 0.03360508009791374, -0.052911560982465744, -0.018800634890794754, -0.13792753219604492, 0.10433930903673172, 0.027585506439208984, 0.02136359177529812, 0.022847408428788185, 0.002470217877998948, -0.019053557887673378, 0.04559364914894104, 0.01756974123418331, 0.06269126385450363, -0.05071955919265747, -0.10750927776098251, -0.05041605234146118, 0.055508241057395935, -0.0005047928425483406, -0.1563403457403183, -0.07304426282644272, -0.13630881905555725, 0.06097138673067093, -0.012098166160285473, 0.11789599806070328, 0.029204213991761208, -0.1695598065853119, -0.03003043122589588, 0.05176497623324394, -0.08923135697841644, 0.04026539623737335, -0.07027896493673325, 0.09037794172763824, 0.0725046917796135, -0.09199664741754532, -0.0664682537317276, 0.008510869927704334, 0.02001466602087021, -0.05051722005009651, -0.012696751393377781, -0.07655146718025208, 0.10427185893058777, -0.03925370052456856, -0.022645069286227226, -0.06134233996272087, 0.027265135198831558, 0.026978489011526108, -0.08451011776924133, -0.07547232508659363, -0.08707307279109955, 0.07169533520936966, 0.09867382794618607, 0.13023865222930908, 0.028243105858564377, 0.014863461256027222, 0.06329827755689621, -0.016499033197760582, -0.05982480198144913, 0.02328580804169178, -0.09712256491184235, -0.0062851449474692345, -0.10521610826253891, -0.05331623926758766, 0.006306221708655357, -0.0099061643704772, -0.0016471632989123464, 0.05614897981286049, 0.012646166607737541, -0.10589057207107544, 0.014315460808575153, 0.032711420208215714, 0.03207067772746086, 0.12376382201910019, 0.00714508444070816, -0.10400208085775375, -0.0654565617442131, 0.08687073737382889, -0.10946521908044815, 0.022105500102043152, -0.02163337543606758, -0.030451970174908638, -0.04609949514269829, -0.062185417860746384, -0.05921778455376625, -0.05668855085968971, 0.001970694400370121, 0.06721016019582748, -0.03989444300532341, 0.07223490625619888, -0.008182070218026638, 0.04552620276808739, -0.07628168165683746, 0.02549467235803604, -0.04889851063489914, -0.05061839148402214, -0.05682344362139702, 0.009636378847062588, 0.01632198691368103, 0.06656942516565323, 0.004476743284612894, -0.03267769515514374, -0.08086802065372467, -0.014113122597336769, 0.007317915093153715, 0.08673584461212158, -0.08471246063709259, -0.10083210468292236, -0.056958336383104324, 0.06036436930298805, 0.05264177918434143, -0.10056231915950775, -0.030890369787812233, -0.024415532127022743, 0.026995351538062096, 0.08862433582544327, 0.06798579543828964, -0.05989224836230278, -0.05345113202929497, 0.04869617521762848, -0.017856387421488762, 0.0053198207169771194, 0.02868150733411312, 0.08707307279109955, -0.06323083490133286, -0.10548589378595352, 0.06164584681391716, 0.027467474341392517, 0.039658378809690475, 0.08821965754032135, -0.0026662335731089115, 0.015259708277881145, 0.040231671184301376, 0.02009897492825985, 0.021481622010469437, 0.08214949816465378, 0.04663906246423721, 0.04330047592520714, 0.08794987946748734, 0.04016422480344772, -0.00018600403564050794, 0.003237418830394745, -0.13172248005867004, 0.02751806005835533, -0.007326345890760422, 0.09267111122608185, -0.005324036348611116, 0.019188450649380684, 0.07344894111156464, 0.05982480198144913, 0.03524065017700195, -0.057228121906518936, -0.09354791045188904, 0.02337011694908142, -0.07891207933425903, -0.05021371319890022, 0.059082891792058945, -0.07432574033737183, -0.004409296903759241, 0.002575602615252137, -0.07088597863912582, 0.05345113202929497, 0.11418645828962326, 0.00321423402056098, -0.025865627452731133, -0.09624575823545456, -0.04475057125091553, -0.08241928368806839, 0.07358383387327194, 0.037331484258174896, -0.00830010138452053, 0.09658299386501312, -0.09004070609807968, 0.00825794693082571]"
1,"He would climb up her trunk and swing from her branches and eat apples. And they would play hide-and-go-seek. And when he was tired, he would sleep in her shade. And the boy loved the tree.... very much. And the tree was happy. But time went by. And the boy grew older.","[0.03584697097539902, 0.0026402869261801243, -0.002251013880595565, 0.020716097205877304, -0.009824913926422596, -0.0046543520875275135, -0.0005463574198074639, -0.051756393164396286, -0.04258308932185173, 0.0405859500169754, -0.030887972563505173, 0.07968250662088394, -0.06069274991750717, 0.09748751670122147, -0.024371879175305367, 0.05988035351037979, 0.034222181886434555, 0.0025070032570511103, -0.05050395056605339, -0.05988035351037979, 0.05097784847021103, -0.10554377734661102, -0.014073067344725132, -0.01192360371351242, 0.11360003799200058, -0.026199769228696823, -0.034543752670288086, -0.04078904911875725, 0.02973707765340805, 0.05446438118815422, -0.07074614614248276, 0.01866818219423294, 0.1045282781124115, 0.011483555659651756, -0.12043770402669907, -0.00026590630295686424, -0.025015026330947876, -0.04816830903291702, -0.06922290474176407, -0.026369018480181694, -0.1424400955438614, 0.10236189514398575, 9.824385051615536e-05, -0.030566398054361343, 0.0733187347650528, -0.07900550961494446, 0.05050395056605339, -0.01340453326702118, 0.030651023611426353, -0.011737429536879063, -0.1004663035273552, -0.06214829161763191, -0.01629023253917694, -0.021697742864489555, -0.00767544936388731, 0.10371588170528412, 0.0813072994351387, -0.11454783380031586, -0.036490119993686676, 0.09173304587602615, 0.04336163401603699, 0.07074614614248276, 0.006478011608123779, -0.03198809176683426, 0.06665031611919403, -0.032529689371585846, 0.02471037767827511, 0.05277188867330551, -0.06841050833463669, -0.004224881995469332, 0.08841576427221298, -0.021054595708847046, -0.027739936485886574, 0.0615728460252285, 0.10385128110647202, -0.030752573162317276, 0.10202339291572571, -0.02457497827708721, 0.0014206351479515433, 0.06570252031087875, 0.03384983167052269, -0.06458547711372375, -0.08123959600925446, -0.004425865598022938, 0.041499894112348557, -0.07061074674129486, 0.013607632368803024, -0.11001195758581161, 0.0638069361448288, 0.05155329406261444, 0.0013666870072484016, -0.016645655035972595, 0.0916653424501419, -0.054972127079963684, 0.017221102491021156, 0.018617408350110054, 0.03659166768193245, -0.028907757252454758, -0.12070850282907486, -0.11190754175186157, 0.07717761397361755, -0.03581312298774719, -0.1463666707277298, -0.15557383000850677, -0.13079574704170227, 0.039231956005096436, -0.05564912408590317, 0.0533134862780571, 0.027113715186715126, -0.07507892698049545, 0.017500363290309906, 0.004193148110061884, -0.1087256595492363, 0.012634449638426304, -0.08916045725345612, 0.08164579421281815, 0.10385128110647202, -0.0754174292087555, -0.02545507438480854, -0.01584172062575817, 0.07264173775911331, -0.025235049426555634, -0.010738858953118324, -0.1064915731549263, 0.12443198263645172, -0.07670371979475021, 0.00809434149414301, -0.079208604991436, 0.06556712090969086, -0.018143510445952415, -0.08360908180475235, -0.03369750827550888, -0.057409316301345825, 0.09051445126533508, 0.1257859766483307, 0.150834858417511, 0.04725436493754387, 0.014513115398585796, -0.018448159098625183, 0.03561002388596535, -0.011585105210542679, 0.014733139425516129, -0.08035950362682343, -0.04684816673398018, -0.09748751670122147, -0.039942800998687744, 0.023627182468771935, 0.02740143984556198, 0.03997665271162987, 0.07853160798549652, 0.013776881620287895, -0.0874679684638977, 0.03902885690331459, 0.021799292415380478, 0.033392857760190964, 0.11454783380031586, 0.017889635637402534, -0.079208604991436, -0.1505640596151352, 0.05459978058934212, -0.09315473586320877, 0.002458343980833888, -0.04569727182388306, -0.05192564055323601, -0.06180979311466217, -0.04021359980106354, -0.055141374468803406, -0.0554121732711792, 0.05971110239624977, 0.06265603750944138, -0.0075104315765202045, 0.021596193313598633, -0.015410136431455612, 0.06539787352085114, -0.07582361996173859, 0.035271525382995605, -0.06035425141453743, -0.05311038717627525, -0.019243629649281502, 0.046645067632198334, -0.004730513785034418, 0.058695606887340546, 0.008496307767927647, 0.00185327825602144, -0.061437446624040604, -0.029686301946640015, -0.023965680971741676, 0.1311342418193817, -0.052061039954423904, -0.12409348040819168, -0.007933554239571095, 0.07650061696767807, 0.01817736029624939, -0.11238144338130951, 0.001350819831714034, -0.006207212805747986, 0.07033994793891907, 0.04007820039987564, 0.019903700798749924, -0.033731356263160706, -0.0681397095322609, 0.05710466578602791, -0.01603635773062706, -0.006439930759370327, 0.01353147067129612, 0.037607163190841675, -0.05273803696036339, -0.06228369101881981, 0.08706177026033401, 0.015105487778782845, 0.1084548607468605, 0.0899728536605835, -0.05534447357058525, -0.0022785167675465345, 0.022984035313129425, 0.07717761397361755, 0.06844436377286911, 0.08509847521781921, 0.05114709585905075, 0.02618284523487091, 0.02293326146900654, 0.053855083882808685, 0.027130641043186188, 0.027892261743545532, -0.08401528000831604, -0.0016660464461892843, -0.011957453563809395, 0.07365723699331284, 0.00848784577101469, 0.03450990468263626, 0.1146155297756195, 0.04549417272210121, -0.0183296836912632, -0.04136449471116066, -0.07602672278881073, -0.015156262554228306, -0.021613117307424545, -0.04654351994395256, 0.08022410422563553, -0.10432518273591995, -0.0027333740144968033, -0.0013571666786447167, -0.049962352961301804, 0.02432110346853733, 0.10513757914304733, -0.0214100182056427, -0.0017062431434169412, -0.05629226937890053, -0.04305698722600937, -0.04661121964454651, 0.11468323320150375, -0.02108844555914402, 0.032445065677165985, 0.15408442914485931, -0.032986659556627274, 0.03249583765864372]"
2,"And when he was tired, he would sleep in her shade. And the boy loved the tree.... very much. And the tree was happy. But time went by. And the boy grew older. And the tree was often alone.","[0.0250012818723917, -0.004069197457283735, 0.0006802927819080651, 0.036974433809518814, 0.027546623721718788, -0.03948628529906273, -0.0035919458605349064, -0.03707490861415863, -0.06082026660442352, 0.01269321609288454, -0.011956406757235527, 0.05351915583014488, -0.1354389637708664, 0.023594645783305168, 0.027077745646238327, 0.036873959004879, 0.033876486122608185, 0.012952773831784725, -0.027647098526358604, -0.0331396758556366, 0.01945846527814865, -0.05512673780322075, 0.023996541276574135, -0.015045982785522938, 0.10737322270870209, -0.0069661978632211685, -0.03334062546491623, -0.05351915583014488, 0.019357992336153984, -0.006878282874822617, -0.09390970319509506, 0.016092587262392044, 0.08667557686567307, -0.007108536083251238, -0.09163229167461395, 0.006007508374750614, -0.012651352211833, -0.01424219086766243, -0.08922091871500015, -0.03218517452478409, -0.12150656431913376, 0.08513497561216354, -0.005660035647451878, -0.09786168485879898, 0.08915393799543381, -0.09257005155086517, 0.033189915120601654, 0.029639832675457, 0.06473875045776367, 0.0034203026443719864, -0.058107469230890274, -0.033441100269556046, -0.03390997648239136, -0.04290240257978439, -0.0071252817288041115, 0.143878772854805, 0.1162819191813469, -0.10127779841423035, -0.030276168137788773, 0.09786168485879898, 0.04015611112117767, 0.0319339893758297, -0.006103795953094959, -0.04159623757004738, 0.046854376792907715, -0.05485880747437477, 0.05090682953596115, 0.0045757535845041275, -0.05954759567975998, -0.029288172721862793, 0.09625409543514252, 0.0045883129350841045, -0.003363786032423377, 0.048997823148965836, 0.08466609567403793, -0.055997513234615326, 0.14669205248355865, -0.018939349800348282, 0.043404772877693176, 0.05191157013177872, 0.0362711176276207, -0.01574929989874363, -0.051710620522499084, -0.005618171766400337, 0.030862266197800636, -0.06704965233802795, 0.017331765964627266, -0.11333467811346054, 0.05469135195016861, 0.04568218067288399, 7.077660848153755e-05, -0.05288282036781311, 0.03432862088084221, -0.09658901393413544, 0.04477791488170624, -0.037878699600696564, 0.0077574304305016994, -0.024197490885853767, -0.09190022200345993, -0.101210817694664, 0.05562910810112953, -0.04343826323747635, -0.08828315883874893, -0.11969803273677826, -0.10623451322317123, 0.02912071719765663, -0.010080891661345959, 0.03985469043254852, 0.06848978251218796, -0.03479749709367752, 0.026156732812523842, -0.014928762800991535, -0.09766073524951935, -0.008707746863365173, -0.06631284207105637, 0.15553376078605652, 0.13195586204528809, -0.09645504504442215, -0.06105470657348633, 0.0006630237912759185, 0.0904935896396637, -0.03414441645145416, 0.008029547519981861, -0.12679819762706757, 0.1533903181552887, -0.024264473468065262, -0.012291320599615574, -0.07347998768091202, 0.026491645723581314, 0.0374768041074276, -0.05375359207391739, -0.05649988353252411, -0.0536196269094944, 0.05047144368290901, 0.09558427333831787, 0.14186929166316986, 0.004479466006159782, 0.04842847213149071, -0.020329240709543228, -0.013011383824050426, -0.008305851370096207, -0.0008676348952576518, -0.03921835497021675, -0.05649988353252411, -0.0719393864274025, -0.034010451287031174, 0.006773622706532478, 0.05201204493641853, 0.04755769670009613, 0.1288076788187027, 0.055830057710409164, -0.048361487686634064, 0.08252265304327011, 0.015791164711117744, 0.02612324245274067, 0.046887870877981186, -0.008833339437842369, -0.11534415930509567, -0.09705789387226105, 0.07522153854370117, -0.09344082325696945, 0.02217126451432705, -0.01805182918906212, -0.0524139404296875, -0.035333357751369476, -0.06286323815584183, -0.028249941766262054, -0.03553430736064911, 0.031599074602127075, 0.06172453239560127, -0.013354670256376266, 0.016402382403612137, -0.010650244541466236, 0.04621804505586624, -0.062226902693510056, 0.036371588706970215, -0.03962025046348572, -0.0031481855548918247, -0.04226606711745262, 0.08459911495447159, 0.01984361559152603, 0.054791826754808426, -0.002899093786254525, -0.0038870880380272865, 0.014300799928605556, -0.018587691709399223, -0.038515035063028336, 0.15044307708740234, -0.04025658592581749, -0.09035962074995041, -0.0077113802544772625, 0.0625283271074295, 0.07984334230422974, -0.12920957803726196, -0.02439843863248825, -0.011144242249429226, 0.06460478901863098, 0.10261745005846024, -0.03416116163134575, -0.021534929051995277, -0.05194506049156189, 0.0622938834130764, -0.05924617126584053, 0.012123863212764263, 0.04588313028216362, 0.07100163400173187, -0.06648030132055283, -0.0631311684846878, 0.04497886449098587, 0.029790543019771576, 0.07890558987855911, 0.04256748780608177, -0.06380099803209305, 0.042600978165864944, 0.03208469972014427, 0.07274317741394043, 0.09056057035923004, 0.08473307639360428, 0.07140352576971054, 0.018838876858353615, 0.06932706385850906, 0.016100959852337837, -0.005073937587440014, -0.052480924874544144, -0.1066364124417305, -0.018570946529507637, -0.01954219490289688, 0.03169954940676689, -0.014719442464411259, 0.0467539057135582, 0.0743507668375969, 0.08131696283817291, 0.050973813980817795, -0.02414725348353386, -0.07890558987855911, 0.02990776300430298, -0.0019372644601389766, -0.11809045076370239, 0.10288538038730621, -0.13235776126384735, -0.047189291566610336, 0.020044565200805664, -0.028685329481959343, 0.0356682725250721, 0.0923021212220192, -0.07428378611803055, 0.021451201289892197, -0.12867371737957, -0.09444556385278702, -0.06293021887540817, 0.12271225452423096, -0.0020314587745815516, 0.041864167898893356, 0.1389220654964447, -0.0033240150660276413, 0.03968723118305206]"
3,"And the tree was happy. But time went by. And the boy grew older. And the tree was often alone. Then one day the boy came to the tree and the tree said, ""Come, Boy, come and climb up my trunk and swing from my branches and eat apples and play in my shade and be happy.","[0.012919900007545948, 0.009662991389632225, 0.0006546966615132987, 0.01871272176504135, -0.00028539387858472764, -0.02272377535700798, -0.025491733103990555, -0.041668541729450226, 0.012870175763964653, 0.017022112384438515, -0.015538686886429787, 0.019243109971284866, -0.08877354860305786, 0.06948071718215942, -0.006037297658622265, 0.03895030915737152, -0.0031740355771034956, -0.009770725853741169, -0.07001110911369324, -0.06725972145795822, 0.06086192652583122, -0.09732604771852493, -0.026701679453253746, 0.011527633294463158, 0.07882878929376602, -0.03220444545149803, -0.005415750201791525, -0.027000021189451218, -0.06556911021471024, 0.03256908804178238, -0.06334811449050903, 0.04342544823884964, 0.09102769941091537, 0.028839802369475365, -0.13776805996894836, -0.007893652655184269, 0.00890055950731039, -0.04030942544341087, -0.11688406765460968, -0.01683150604367256, -0.11104981601238251, 0.15354707837104797, 0.05462987720966339, -0.08426526188850403, 0.023403333500027657, -0.050453078001737595, 0.04909396171569824, 0.002436466049402952, 0.08128183335065842, 0.050950318574905396, -0.09155808389186859, 0.002948206849396229, 0.005084258038550615, -0.04249726980924606, 0.02865748107433319, 0.10441997647285461, 0.07617685943841934, -0.09334813803434372, -0.05406634137034416, 0.09533709287643433, 0.02912157028913498, 0.0755801722407341, 0.014983437024056911, -0.03881771117448807, 0.07843100279569626, -0.047502800822257996, -0.031160246580839157, -0.014320453628897667, -0.06447518616914749, -0.02222653664648533, 0.09825421869754791, -0.02439780905842781, -0.09421002119779587, 0.06802215427160263, 0.0839337706565857, -0.06861884146928787, 0.06245308741927147, -0.023651951923966408, -0.0021837034728378057, 0.011668517254292965, 0.027779027819633484, -0.06530392169952393, -0.026701679453253746, -0.05758015811443329, 0.03460776060819626, -0.04150279611349106, 0.024381235241889954, -0.13949182629585266, 0.057348113507032394, 0.06288402527570724, 0.028674056753516197, -0.02882322669029236, 0.01708841137588024, -0.03875141218304634, -0.030629858374595642, 0.04256356880068779, 0.02729836478829384, -0.02385084703564644, -0.09222106635570526, -0.047801144421100616, 0.06460778415203094, -0.045016609132289886, -0.07916028052568436, -0.11628738790750504, -0.13060784339904785, 0.06656359136104584, -0.00943923369050026, 0.08114923536777496, 0.05920446664094925, -0.1445305049419403, 0.012082882225513458, 0.02882322669029236, -0.025740351527929306, -0.03530389443039894, -0.09951388835906982, 0.11794484406709671, 0.142806738615036, -0.15513823926448822, -0.05738126114010811, 0.011933711357414722, 0.04544755071401596, -0.06653043627738953, -0.02328731119632721, -0.13054154813289642, 0.166408970952034, -0.06556911021471024, 0.00994475930929184, -0.08121553808450699, 0.05698347091674805, -0.015604984946548939, -0.04276246577501297, -0.09991168230772018, -0.05625418946146965, 0.07644204795360565, 0.11529290676116943, 0.05937021225690842, 0.016955815255641937, 0.05138125643134117, -0.017569074407219887, 0.055060818791389465, -0.017171284183859825, -0.026917148381471634, -0.004002765752375126, 0.036497265100479126, -0.037359144538640976, -0.004437848925590515, -0.01694752648472786, 0.020535927265882492, 0.014287304133176804, 0.1073371022939682, -0.016906090080738068, -0.08214370906352997, 0.06132601574063301, 0.0790276899933815, 0.11615478992462158, 0.014751393347978592, 0.0037707211449742317, -0.1474476307630539, -0.10667411983013153, 0.07398901134729385, -0.08784537762403488, 0.008511056192219257, -0.08466304838657379, -0.0625193864107132, -0.06381220370531082, -0.08731498569250107, -0.0659669041633606, -0.10640892386436462, 0.07710503041744232, 0.08731498569250107, 0.04408843442797661, 0.04965749755501747, -0.03170720860362053, 0.03944754600524902, -0.03958014026284218, 0.004939230624586344, -0.035535939037799835, -0.016060786321759224, -0.02358565479516983, 0.07498348504304886, -0.027629856020212173, -0.019972391426563263, 0.026701679453253746, -0.011453047394752502, -0.04896136373281479, -0.02247515693306923, -0.06520447134971619, 0.1405525952577591, -0.05472932383418083, -0.05960225686430931, -0.031027648597955704, 0.09208846837282181, 0.07836470007896423, -0.09553598612546921, 0.020005540922284126, -0.019359132274985313, 0.049491751939058304, 0.036961354315280914, -0.020254159346222878, 0.021878469735383987, -0.07836470007896423, 0.029850851744413376, -0.06636469066143036, 0.03245306387543678, 0.04498346149921417, 0.0578453503549099, -0.029436487704515457, -0.07087298482656479, 0.023701677098870277, -0.03480665758252144, 0.10369069129228592, 0.018646424636244774, -0.0342099703848362, 0.012132606469094753, -0.02956908382475376, 0.025127092376351357, 0.06344756484031677, 0.07372381538152695, 0.055060818791389465, -0.01902763918042183, 0.07949177920818329, 0.003571826033294201, -0.036000028252601624, -0.06334811449050903, -0.10468516498804092, -9.517445141682401e-05, 0.03364643454551697, 0.04441992565989494, 0.022607753053307533, 0.028524884954094887, -0.013243104331195354, 0.09474040567874908, -0.005005528684705496, -0.014635371044278145, -0.058011095970869064, 0.04670722037553787, 0.007143652066588402, -0.05108291283249855, 0.048464126884937286, -0.09586747735738754, 0.037160251289606094, 0.02693372406065464, -0.05297241732478142, 0.04544755071401596, 0.060132645070552826, -0.033911630511283875, 0.006874314974993467, -0.12179015576839447, -0.08499453961849213, -0.014221006073057652, 0.09931499511003494, 0.039944782853126526, 0.06722657382488251, 0.12636473774909973, 0.002023136941716075, 0.008225144818425179]"
4,"Then one day the boy came to the tree and the tree said, ""Come, Boy, come and climb up my trunk and swing from my branches and eat apples and play in my shade and be happy. "" ""I am too big to climb and play"" said the boy. ""I want to buy things and have fun.","[-0.009561718441545963, 0.005843754392117262, 0.002164835575968027, 0.010646305046975613, -0.03765685856342316, -0.00737519096583128, -0.016242774203419685, -0.04987364634871483, 0.0069196647964417934, -0.018082233145833015, -0.03541827201843262, 0.04747887700796127, -0.022958535701036453, 0.06753939390182495, 0.06545699387788773, -0.006681055296212435, 0.005917506292462349, -0.04338347911834717, -0.08440688997507095, -0.03980867937207222, 0.10863222926855087, -0.11772540211677551, -0.04418173432350159, 0.022125573828816414, 0.05938330292701721, -0.04359171912074089, -0.04161342978477478, -0.009570395573973656, -0.08350452035665512, 0.05164369195699692, -0.08898819237947464, 0.09016822278499603, 0.050428953021764755, 0.009440245106816292, -0.08794698864221573, 0.008524853736162186, -0.039322782307863235, -0.10259325057268143, -0.1173783391714096, 0.027609245851635933, -0.08558692783117294, 0.13362111151218414, 0.02635980024933815, -0.07323130965232849, -0.008177785202860832, -0.02668951451778412, 0.11959957331418991, -0.02387826517224312, -0.013856682926416397, 0.030524615198373795, -0.08884935826063156, 0.005765663925558329, 0.021917331963777542, -0.005323152523487806, 0.04043339937925339, 0.10377328097820282, 0.02528388984501362, -0.10717454552650452, -0.0661858320236206, 0.03173935040831566, 0.03168729320168495, 0.062472205609083176, 0.02130996435880661, -0.06517933309078217, 0.05466318130493164, -0.005370874423533678, -0.02120584435760975, 0.0016670101322233677, 0.013535644859075546, -0.01152265165001154, 0.07940911501646042, -0.03352675214409828, -0.09259769320487976, 0.07295365631580353, 0.07413368672132492, -0.07413368672132492, 0.04699298366904259, -0.08565633744001389, 0.0046376935206353664, 0.022437933832406998, -0.004377393051981926, -0.039461612701416016, -0.03897571563720703, -0.07177362591028214, -0.029951952397823334, 0.028320733457803726, -0.0074836499989032745, -0.14618496596813202, 0.020893482491374016, 0.019991107285022736, 0.032294660806655884, 0.011184260249137878, 0.04654179513454437, 0.00359215191565454, -0.03606034815311432, 0.027279529720544815, 0.008954349905252457, 0.005631175357848406, -0.12341731786727905, -0.012485764920711517, 0.08322685956954956, -0.03980867937207222, -0.1561805158853531, -0.1173783391714096, -0.10488389432430267, 0.09190355986356735, -0.04230756685137749, 0.12487500160932541, 0.021327316761016846, -0.13466231524944305, 0.0032580990809947252, 0.043973494321107864, -0.0016973785823211074, -0.0053925663232803345, -0.07302306592464447, 0.08357392996549606, 0.13827182352542877, -0.11779481917619705, -0.03727508336305618, -0.03512326255440712, 0.041231658309698105, -0.12619386613368988, -0.07739612460136414, -0.1417424976825714, 0.10071907937526703, -0.09412479400634766, 0.02632509358227253, -0.09363889694213867, 0.06948297470808029, -0.06025097519159317, -0.07975618541240692, -0.0396004393696785, -0.059695664793252945, 0.05483671650290489, 0.09835901856422424, 0.08031149208545685, 0.07475841045379639, 0.058758582919836044, -0.03361351788043976, 0.020459648221731186, -0.06812941282987595, -0.027140703052282333, -0.031201396137475967, 0.06937886029481888, -0.039426904171705246, 0.0044988663867115974, 0.02375679276883602, 0.013474907726049423, -0.0216743852943182, 0.09280593693256378, 0.011375147849321365, -0.11453238129615784, 0.007401221431791782, 0.07097537070512772, 0.145490825176239, 0.04511881619691849, 0.028025725856423378, -0.10814633220434189, -0.12425027787685394, 0.11522651463747025, -0.08405982702970505, 0.0461600199341774, -0.09599895775318146, -0.04883244261145592, -0.04140518978238106, -0.07843732833862305, -0.05570438504219055, -0.09127883613109589, 0.04886714741587639, 0.10162145644426346, 0.05278901383280754, 0.0754525437951088, -0.031236102804541588, 0.06045921519398689, 0.025873905047774315, -0.018307827413082123, -0.03769156336784363, -0.015123479999601841, -0.02488476224243641, 0.03894101083278656, 0.0005322610377334058, -0.03198229894042015, 0.04001691937446594, -0.03578269109129906, -0.03054196760058403, -0.018151646479964256, -0.06774763762950897, 0.053274910897016525, -0.04373054578900337, -0.11251938343048096, -0.028390146791934967, 0.08260214328765869, 0.006459799595177174, -0.05532260984182358, -0.013101810589432716, -0.05258077383041382, 0.003733148332685232, 0.02301059663295746, 0.04734005033969879, 0.020181993022561073, -0.07156538218259811, -0.026012733578681946, -0.04442467913031578, 0.041301071643829346, 0.007782995700836182, 0.03097580373287201, -0.02762659825384617, -0.07607726752758026, 0.044945280998945236, -0.010082320310175419, 0.11078404635190964, 0.05403846129775047, -0.0527196004986763, 0.009743928909301758, -0.01842930167913437, -0.0027570200618356466, 0.0545937679708004, 0.020685242488980293, 0.044945280998945236, -0.03205171227455139, 0.10307914018630981, -0.028685154393315315, 0.0034489864483475685, -0.03439442068338394, -0.15395928919315338, -0.02766130492091179, 0.05101896822452545, 0.053170789033174515, 0.01547054760158062, 0.010698365978896618, -0.0038155768997967243, 0.03904512897133827, -0.021257903426885605, -0.03796922042965889, -0.009900109842419624, 0.0035465992987155914, 0.0037179640494287014, 0.007223349064588547, 0.044008199125528336, -0.06892766803503036, 0.06309693306684494, 0.03897571563720703, -0.09058470278978348, 0.02970900572836399, 0.0508454367518425, 0.006199499126523733, 0.03396058455109596, -0.13861888647079468, -0.10280148684978485, -0.025370657444000244, 0.04775653034448624, 0.0480341874063015, 0.0470971018075943, 0.17353391647338867, -0.01475038193166256, 0.03455059975385666]"
